TransID,Date,AprCode,EmployeeID,StdRate,EmployeeName,Hours,CostCode,Description,BilledAmt,Comments
57083,2013-01-30,110,15,450,Jack Zuniga,3,456,BI - Testing,1080,BI - Acceptance Testing
57100,2013-01-30,110,14,150,Izabella Sellers,3.5,495,App Dev - Project Management,420,CAS-25076-D4M4: trouble shoot issue with SSRS report for Tiger Company
57103,2013-01-30,110,9,150,Donavan Fritz,2,495,App Dev - Project Management,300,App Dev - Project Management
57130,2013-01-31,110,48,150,Jovani Lozano,0.5,190,ERP - Production Support,75,ERP - Production Support
57150,2013-01-31,110,18,300,Jazmin Marks,1.5,400,AppDev - Design,450,Prep for meeting with Dewald on PMR
57157,2013-01-31,110,13,300,Hector Sanders,3.5,410,AppDev - Technical Spec,840,Develop Technical Specifications
57165,2013-01-31,110,63,150,Nicolas Santos,2,450,BI - Envisioning,300,BI - Envisioning
57167,2013-01-31,110,14,150,Izabella Sellers,1,452,BI - Infrastructure,150,BI - Configure Database
57191,2013-01-31,110,50,450,Kallie Austin,1,490,Application Development Support,450,Application Development Support
57196,2013-01-31,110,22,150,Makenna Novak,0.5,495,App Dev - Project Management,75,70-461 prep
57234,2013-02-01,110,22,150,Makenna Novak,1,400,AppDev - Design,150,AppDev-Genl Reqmt & Architect
57241,2013-02-01,110,29,150,Zariah Francis,1.5,410,AppDev - Technical Spec,225,Develop Technical Specifications
57247,2013-02-01,110,17,150,Jayvion Parrish,0.5,430,AppDev - Quality,75,Project Server: work around for tracking modifications to % Completes research and investigation
57252,2013-02-01,110,22,150,Makenna Novak,1.5,435,AppDev - Documentation,225,AppDev-User Guide/Document
57258,2013-02-01,110,14,150,Izabella Sellers,1,452,BI - Infrastructure,150,Project Server site provisioning review
57278,2013-02-01,110,20,150,Julie Mcgrath,1.5,458,BI - Quality,225,BI - Reporting Build Phase
57279,2013-02-01,110,27,300,Stacy Pearson,2.5,458,BI - Quality,750,BI - Reporting Build Phase
57342,2013-02-02,110,9,150,Donavan Fritz,2,435,AppDev - Documentation,300,AppDev-User Guide/Document
57348,2013-02-02,110,14,150,Izabella Sellers,2,452,BI - Infrastructure,300,BI - Configure Database
57365,2013-02-02,110,7,150,Demarion Kramer,3.5,458,BI - Quality,420,BI - Reporting Build Phase
57368,2013-02-02,110,27,300,Stacy Pearson,2,458,BI - Quality,600,Call with PM to discusschanGG Partners in payroll.
57426,2013-02-03,110,49,450,Kaitlynn Christian,2,215,CRM - Build Phase,900,CRM - Build Phase
57433,2013-02-03,110,18,300,Jazmin Marks,1.5,405,AppDev - Business Requirements,450,Requirements Definition
57437,2013-02-03,110,13,300,Hector Sanders,1,410,AppDev - Technical Spec,300,Develop Technical Specifications
57439,2013-02-03,110,50,450,Kallie Austin,3.5,415,AppDef - Application Model,1260,AppDef-Object Model
57447,2013-02-03,110,17,150,Jayvion Parrish,1,430,AppDev - Quality,150,AppDev-Defect Resolution
57470,2013-02-03,110,27,300,Stacy Pearson,1.5,458,BI - Quality,450,BI - Reporting Build Phase
57518,2013-02-04,110,6,150,Dane Macdonald,1,190,ERP - Production Support,150,security discussion with infrastructure team
57519,2013-02-04,110,6,150,Dane Macdonald,2,190,ERP - Production Support,300,Vet recommended design for relating documents to multiple projects and restaurants
57527,2013-02-04,110,49,450,Kaitlynn Christian,2.5,215,CRM - Build Phase,1125,CRM - Build Phase
57538,2013-02-04,110,13,300,Hector Sanders,1,410,AppDev - Technical Spec,300,Develop Technical Specifications
57541,2013-02-04,110,2,150,Adyson Herring,1,420,AppDev - Build,150,AppDev-Build
57550,2013-02-04,110,63,150,Nicolas Santos,2,450,BI - Envisioning,300,ETL and Database requirements. Weekly Project Meeting
57555,2013-02-04,110,37,150,Bianca Hardin,2,452,BI - Infrastructure,300,Dimension and fact ETL package development
57574,2013-02-04,110,27,300,Stacy Pearson,2,458,BI - Quality,600,BI - Reporting Build Phase
57586,2013-02-04,110,22,150,Makenna Novak,2,495,App Dev - Project Management,300,App Dev - Project Management
57618,2013-02-05,110,6,150,Dane Macdonald,0.5,190,ERP - Production Support,75,BI Weekly Team Review
57634,2013-02-05,110,12,900,Finley Salazar,1.5,415,AppDef - Application Model,1350,AC2012
57637,2013-02-05,110,35,150,Azaria Andersen,2,425,AppDev - Testing,300,AppDev-Testing
57642,2013-02-05,110,9,150,Donavan Fritz,1,435,AppDev - Documentation,150,AppDev-User Guide/Document
57643,2013-02-05,110,22,150,Makenna Novak,0.5,435,AppDev - Documentation,75,AppDev-User Guide/Document
57646,2013-02-05,110,63,150,Nicolas Santos,1.5,450,BI - Envisioning,225,BI - Envisioning
57718,2013-02-06,110,49,450,Kaitlynn Christian,3.5,215,CRM - Build Phase,1260,CRM - Build Phase
57719,2013-02-06,110,49,450,Kaitlynn Christian,1,215,CRM - Build Phase,450,CRM - Build Phase
57725,2013-02-06,110,18,300,Jazmin Marks,1.5,400,AppDev - Design,450,AppDev-Genl Reqmt & Architect
57731,2013-02-06,110,12,900,Finley Salazar,2,415,AppDef - Application Model,1800,AC2012
57739,2013-02-06,110,17,150,Jayvion Parrish,2.5,430,AppDev - Quality,375,Investigate NAV web services
57775,2013-02-06,110,28,750,Trent Yates,2,458,BI - Quality,1500,BI - Reporting Build Phase
57778,2013-02-06,110,14,150,Izabella Sellers,3.5,495,App Dev - Project Management,420,Deploy stored procedure for PRR report
57807,2013-02-07,110,6,150,Dane Macdonald,1,190,ERP - Production Support,150,ERP - Production Support
57813,2013-02-07,110,49,450,Kaitlynn Christian,0.5,215,CRM - Build Phase,225,Update SharePoint lists for Supplier Onboarding and AP Processing
57816,2013-02-07,110,18,300,Jazmin Marks,1,400,AppDev - Design,300,AppDev-Genl Reqmt & Architect
57825,2013-02-07,110,12,900,Finley Salazar,3.5,415,AppDef - Application Model,3150,AC2012
57832,2013-02-07,110,12,900,Finley Salazar,6,435,AppDev - Documentation,0,AC2013
57833,2013-02-07,110,47,300,Joseph Garrison,1,450,BI - Envisioning,300,BI - Envisioning
57840,2013-02-07,110,37,150,Bianca Hardin,1,452,BI - Infrastructure,150,BI - Configure Database
57854,2013-02-07,110,27,300,Stacy Pearson,3.5,458,BI - Quality,840,BI - Reporting Build Phase
57860,2013-02-07,110,50,450,Kallie Austin,3,490,Application Development Support,1080,Follow ups and e-mails
57866,2013-02-07,110,58,300,Lorelai Davies,2,495,App Dev - Project Management,600,App Dev - Project Management
57898,2013-02-08,110,66,300,Samuel Mckee,0.5,190,ERP - Production Support,150,modify ssis packaGG Partners to set up multiple scenarios for reporting.
57917,2013-02-08,110,18,300,Jazmin Marks,3.5,415,AppDef - Application Model,840,Lunch & Learn: M is for (Monkey) Data
57927,2013-02-08,110,47,300,Joseph Garrison,3.5,450,BI - Envisioning,840,Update status report for change request
57943,2013-02-08,110,7,150,Demarion Kramer,3.5,458,BI - Quality,420,"ChanGG Partners on the Budget 2016 for the annual funding sources (requested by Eric), to finalize the final reports. Done with PM."
57948,2013-02-08,110,27,300,Stacy Pearson,2,458,BI - Quality,600,BI - Reporting Build Phase
57953,2013-02-08,110,28,750,Trent Yates,2.5,458,BI - Quality,1500,BI - Reporting Build Phase
57994,2013-02-09,110,6,150,Dane Macdonald,6,190,ERP - Production Support,0,"CAS-24688-L5D0: Review, update, and test VeloxeWithCycle.aspx, CanadaVeloxeWithCycle.aspx"
57995,2013-02-09,110,66,300,Samuel Mckee,2,190,ERP - Production Support,600,ERP - Production Support
57996,2013-02-09,110,66,300,Samuel Mckee,1.5,190,ERP - Production Support,450,ERP - Production Support
58015,2013-02-09,110,44,300,Gavyn Welch,3,415,AppDef - Application Model,900,AppDef-Object Model
58016,2013-02-09,110,2,150,Adyson Herring,0.5,420,AppDev - Build,75,AppDev-Build
58019,2013-02-09,110,2,150,Adyson Herring,1.5,425,AppDev - Testing,225,AppDev-Testing
58028,2013-02-09,110,14,150,Izabella Sellers,4,452,BI - Infrastructure,480,BI - Configure Database
58035,2013-02-09,110,37,150,Bianca Hardin,2,452,BI - Infrastructure,300,ETL payroll process data flow from Kronos to staging to warehouse validations
58036,2013-02-09,110,37,150,Bianca Hardin,1,452,BI - Infrastructure,150,BI - Configure Database
58052,2013-02-09,110,28,750,Trent Yates,1,458,BI - Quality,750,"discussion with team about correct queries to pull data from AX, and whether we should be utilizing AP and AR or GL details"
58082,2013-02-10,110,6,150,Dane Macdonald,2.5,190,ERP - Production Support,375,"Meeting  Petrov and Hillary Bloom to create project plan, update project plan"
58083,2013-02-10,110,6,150,Dane Macdonald,3,190,ERP - Production Support,450,"Project follow ups for ARR Inc, TMM Partners, and GG Partners"
58084,2013-02-10,110,66,300,Samuel Mckee,2,190,ERP - Production Support,600,ERP - Production Support
58085,2013-02-10,110,66,300,Samuel Mckee,1,190,ERP - Production Support,300,ERP - Production Support
58090,2013-02-10,110,49,450,Kaitlynn Christian,0.5,215,CRM - Build Phase,225,CRM - Build Phase
58112,2013-02-10,110,17,150,Jayvion Parrish,3,430,AppDev - Quality,450,AppDev-Defect Resolution
58116,2013-02-10,110,9,150,Donavan Fritz,1.5,435,AppDev - Documentation,225,AppDev-User Guide/Document
58117,2013-02-10,110,22,150,Makenna Novak,2,435,AppDev - Documentation,300,Create change reports for September deployment
58142,2013-02-10,110,27,300,Stacy Pearson,0.5,458,BI - Quality,150,BI - Reporting Build Phase
58147,2013-02-10,110,28,750,Trent Yates,0.5,458,BI - Quality,375,BI - Reporting Build Phase
58156,2013-02-10,110,35,150,Azaria Andersen,2,515,General Infrastructure,300,Infrastructure Maintenance
58183,2013-02-11,110,66,300,Samuel Mckee,1.5,190,ERP - Production Support,450,ERP - Production Support
58190,2013-02-11,110,49,450,Kaitlynn Christian,3.5,215,CRM - Build Phase,1260,CRM - Build Phase
58234,2013-02-11,110,27,300,Stacy Pearson,2,458,BI - Quality,600,BI - Reporting Build Phase
58248,2013-02-11,110,22,150,Makenna Novak,2,495,App Dev - Project Management,300,App Dev - Project Management
58302,2013-02-12,110,2,150,Adyson Herring,1,420,AppDev - Build,150,AppDev-Build
58314,2013-02-12,110,37,150,Bianca Hardin,0.5,452,BI - Infrastructure,75,BI - Configure Database
58315,2013-02-12,110,37,150,Bianca Hardin,2,452,BI - Infrastructure,300,BI - Configure Database
58325,2013-02-12,110,14,150,Izabella Sellers,1,456,BI - Testing,150,BI - Acceptance Testing
58334,2013-02-12,110,7,150,Demarion Kramer,1,458,BI - Quality,150,BI - Reporting Build Phase
58337,2013-02-12,110,27,300,Stacy Pearson,2.5,458,BI - Quality,750,BI - Reporting Build Phase
58348,2013-02-12,110,28,750,Trent Yates,1.5,458,BI - Quality,1125,BI - Reporting Build Phase
58349,2013-02-12,110,28,750,Trent Yates,0.5,458,BI - Quality,375,Finalized BPMN document from  payroll coordinator and payroll manager (Christy and Estella's) feedback.
58396,2013-02-13,110,22,150,Makenna Novak,1,400,AppDev - Design,150,AppDev-Genl Reqmt & Architect
58400,2013-02-13,110,18,300,Jazmin Marks,3,405,AppDev - Business Requirements,900,Open item planning
58404,2013-02-13,110,44,300,Gavyn Welch,3.5,415,AppDef - Application Model,840,AppDef-Object Model
58405,2013-02-13,110,44,300,Gavyn Welch,3.5,415,AppDef - Application Model,840,AppDef-Object Model
58410,2013-02-13,110,50,450,Kallie Austin,1.5,435,AppDev - Documentation,675,AppDev-User Guide/Document
58411,2013-02-13,110,50,450,Kallie Austin,0.5,435,AppDev - Documentation,225,Attend lunch and learn on Microsoft certifications lead
58419,2013-02-13,110,14,150,Izabella Sellers,3,452,BI - Infrastructure,450,Meeting with Dan Davis to discuss sales process
58431,2013-02-13,110,7,150,Demarion Kramer,0.5,458,BI - Quality,75,BI - Reporting Build Phase
58432,2013-02-13,110,7,150,Demarion Kramer,1,458,BI - Quality,150,BI - Reporting Build Phase
58435,2013-02-13,110,27,300,Stacy Pearson,2,458,BI - Quality,600,BI - Reporting Build Phase
58451,2013-02-13,110,9,150,Donavan Fritz,1,495,App Dev - Project Management,150,App Dev - Project Management
58452,2013-02-13,110,58,300,Lorelai Davies,1,495,App Dev - Project Management,300,App Dev - Project Management
58453,2013-02-13,110,58,300,Lorelai Davies,3.5,495,App Dev - Project Management,840,App Dev - Project Management
58498,2013-02-14,110,18,300,Jazmin Marks,0.5,405,AppDev - Business Requirements,150,Requirements Definition
58509,2013-02-14,110,17,150,Jayvion Parrish,2,430,AppDev - Quality,300,AppDev-Defect Resolution
58510,2013-02-14,110,50,450,Kallie Austin,1,435,AppDev - Documentation,450,AppDev-User Guide/Document
58512,2013-02-14,110,63,150,Nicolas Santos,3.5,450,BI - Envisioning,420,Update repeating task workflow and validate
58532,2013-02-14,110,7,150,Demarion Kramer,3,458,BI - Quality,450,BI - Reporting Build Phase
58542,2013-02-14,110,28,750,Trent Yates,2,458,BI - Quality,1500,BI - Reporting Build Phase
58543,2013-02-14,110,28,750,Trent Yates,1.5,458,BI - Quality,1125,BI - Reporting Build Phase
58553,2013-02-14,110,12,900,Finley Salazar,6,495,App Dev - Project Management,0,AC2013
58603,2013-02-15,110,35,150,Azaria Andersen,2,425,AppDev - Testing,300,AppDev-Testing
58634,2013-02-15,110,7,150,Demarion Kramer,3,458,BI - Quality,450,BI - Reporting Build Phase
58640,2013-02-15,110,27,300,Stacy Pearson,2,458,BI - Quality,600,BI - Reporting Build Phase
58656,2013-02-15,110,9,150,Donavan Fritz,1,495,App Dev - Project Management,150,App Dev - Project Management
58696,2013-02-16,110,18,300,Jazmin Marks,1,405,AppDev - Business Requirements,300,Requirements Definition
58701,2013-02-16,110,13,300,Hector Sanders,2.5,410,AppDev - Technical Spec,750,Investigate revenue by equipment design for cube
58703,2013-02-16,110,44,300,Gavyn Welch,4,410,AppDev - Technical Spec,960,Develop Technical Specifications
58707,2013-02-16,110,12,900,Finley Salazar,1.5,415,AppDef - Application Model,1350,AC2012
58793,2013-02-17,110,29,150,Zariah Francis,2,410,AppDev - Technical Spec,300,Develop Technical Specifications
58797,2013-02-17,110,44,300,Gavyn Welch,0.5,415,AppDef - Application Model,150,AppDef-Object Model
58812,2013-02-17,110,14,150,Izabella Sellers,3.5,452,BI - Infrastructure,420,BI - Configure Database
58832,2013-02-17,110,27,300,Stacy Pearson,0.5,458,BI - Quality,150,BI - Reporting Build Phase
58851,2013-02-17,110,12,900,Finley Salazar,6,515,General Infrastructure,5400,AC2013
58890,2013-02-18,110,29,150,Zariah Francis,2,410,AppDev - Technical Spec,300,Develop Technical Specifications
58892,2013-02-18,110,44,300,Gavyn Welch,0.5,410,AppDev - Technical Spec,150,Develop Technical Specifications
58897,2013-02-18,110,2,150,Adyson Herring,3.5,420,AppDev - Build,420,AppDev-Build
58902,2013-02-18,110,50,450,Kallie Austin,1,435,AppDev - Documentation,450,Architecture Documentation
58924,2013-02-18,110,27,300,Stacy Pearson,2,458,BI - Quality,600,BI - Reporting Build Phase
58940,2013-02-18,110,8,300,Denzel Kaufman,1,495,App Dev - Project Management,300,Status meeting and follow up planning
58988,2013-02-19,110,13,300,Hector Sanders,3,410,AppDev - Technical Spec,900,Develop Technical Specifications
58997,2013-02-19,110,9,150,Donavan Fritz,1,430,AppDev - Quality,0,AC2013
58999,2013-02-19,110,9,150,Donavan Fritz,1,435,AppDev - Documentation,150,AppDev-User Guide/Document
59034,2013-02-19,110,28,750,Trent Yates,1.5,458,BI - Quality,1125,BI - Reporting Build Phase
59039,2013-02-19,110,8,300,Denzel Kaufman,3.5,495,App Dev - Project Management,840,App Dev - Project Management
59083,2013-02-20,110,22,150,Makenna Novak,2,400,AppDev - Design,300,AppDev-Genl Reqmt & Architect
59088,2013-02-20,110,18,300,Jazmin Marks,2,405,AppDev - Business Requirements,600,Requirements Definition
59102,2013-02-20,110,44,300,Gavyn Welch,2,430,AppDev - Quality,600,ETL and SSIS functionality
59103,2013-02-20,110,63,150,Nicolas Santos,2.5,450,BI - Envisioning,375,BI - Envisioning
59111,2013-02-20,110,14,150,Izabella Sellers,3,452,BI - Infrastructure,450,BI - Configure Database
59130,2013-02-20,110,28,750,Trent Yates,2.5,458,BI - Quality,1500,BI - Reporting Build Phase
59141,2013-02-20,110,8,300,Denzel Kaufman,0.5,495,App Dev - Project Management,150,App Dev - Project Management
59142,2013-02-20,110,58,300,Lorelai Davies,1,495,App Dev - Project Management,300,App Dev - Project Management
59167,2013-02-21,110,56,300,Leandro Bradshaw,1,190,ERP - Production Support,300,ERP - Production Support
59185,2013-02-21,110,22,150,Makenna Novak,2.5,400,AppDev - Design,375,AppDev-Genl Reqmt & Architect
59196,2013-02-21,110,17,150,Jayvion Parrish,2,430,AppDev - Quality,300,resolve issue with OMINC reported revenue packaGG Partners
59201,2013-02-21,110,22,150,Makenna Novak,0.5,435,AppDev - Documentation,75,Status meeting (Call) with . Walk-through Analysis Services data and packaGG Partners.
59217,2013-02-21,110,16,450,Jair Donovan,3,456,BI - Testing,1080,BI - Acceptance Testing
59226,2013-02-21,110,27,300,Stacy Pearson,2,458,BI - Quality,600,BI - Reporting Build Phase
59227,2013-02-21,110,27,300,Stacy Pearson,1.5,458,BI - Quality,450,BI - Reporting Build Phase
59235,2013-02-21,110,28,750,Trent Yates,1,458,BI - Quality,750,"Modify report query, modify dashboard, data validation"
59241,2013-02-21,110,58,300,Lorelai Davies,0.5,495,App Dev - Project Management,150,App Dev - Project Management
59288,2013-02-22,110,13,300,Hector Sanders,0.5,410,AppDev - Technical Spec,150,Develop Technical Specifications
59298,2013-02-22,110,9,150,Donavan Fritz,3.5,430,AppDev - Quality,0,AC2013
59300,2013-02-22,110,50,450,Kallie Austin,2,435,AppDev - Documentation,900,AppDev-User Guide/Document
59319,2013-02-22,110,8,300,Denzel Kaufman,2,456,BI - Testing,600,BI - Acceptance Testing
59387,2013-02-23,110,12,900,Finley Salazar,2.5,415,AppDef - Application Model,0,AC2012
59396,2013-02-23,110,44,300,Gavyn Welch,3,430,AppDev - Quality,900,"Meeting  and PM. Disscusion about tabular models, MDX and DAX."
59398,2013-02-23,110,50,450,Kallie Austin,0.5,435,AppDev - Documentation,225,Review and update meeting minutes
59400,2013-02-23,110,9,150,Donavan Fritz,3.5,435,AppDev - Documentation,420,AppDev-User Guide/Document
59430,2013-02-23,110,28,750,Trent Yates,2,458,BI - Quality,1500,BI - Reporting Build Phase
59439,2013-02-23,110,58,300,Lorelai Davies,1,495,App Dev - Project Management,300,App Dev - Project Management
59471,2013-02-24,110,56,300,Leandro Bradshaw,1,190,ERP - Production Support,300,ERP - Production Support
59472,2013-02-24,110,56,300,Leandro Bradshaw,1,190,ERP - Production Support,300,ERP - Production Support
59486,2013-02-24,110,2,150,Adyson Herring,3.5,420,AppDev - Build,525,AppDev-Build
59487,2013-02-24,110,2,150,Adyson Herring,1,420,AppDev - Build,150,"Assign roles, responsibilities, and due dates to project tasks"
59491,2013-02-24,110,35,150,Azaria Andersen,3,425,AppDev - Testing,450,AppDev-Testing
59499,2013-02-24,110,9,150,Donavan Fritz,0.5,435,AppDev - Documentation,75,Real Time DW
59534,2013-02-24,110,9,150,Donavan Fritz,2.5,495,App Dev - Project Management,375,App Dev - Project Management
59572,2013-02-25,110,12,900,Finley Salazar,0.5,415,AppDef - Application Model,450,AC2012
59573,2013-02-25,110,12,900,Finley Salazar,6,415,AppDef - Application Model,5400,AC2013
59574,2013-02-25,110,44,300,Gavyn Welch,2,415,AppDef - Application Model,600,CAS-24593-G9K8: Review create cycle run plugin
59575,2013-02-25,110,2,150,Adyson Herring,1.5,420,AppDev - Build,225,AppDev-Build
59582,2013-02-25,110,17,150,Jayvion Parrish,3.5,430,AppDev - Quality,420,AppDev-Defect Resolution
59614,2013-02-25,110,28,750,Trent Yates,2,458,BI - Quality,1500,BI - Reporting Build Phase
59620,2013-02-25,110,58,300,Lorelai Davies,0.5,495,App Dev - Project Management,150,App Dev - Project Management
59625,2013-02-25,110,15,450,Jack Zuniga,1,495,App Dev - Project Management,450,App Dev - Project Management
59664,2013-02-26,110,56,300,Leandro Bradshaw,4,190,ERP - Production Support,0,ERP - Production Support
59665,2013-02-26,110,56,300,Leandro Bradshaw,6,190,ERP - Production Support,0,Rice Career Fair and travel
59693,2013-02-26,110,14,150,Izabella Sellers,3,452,BI - Infrastructure,450,BI - Configure Database
59700,2013-02-26,110,8,300,Denzel Kaufman,3,456,BI - Testing,900,Internal status review meeting
59716,2013-02-26,110,28,750,Trent Yates,5,458,BI - Quality,0,BI - Reporting Build Phase
59753,2013-02-27,110,56,300,Leandro Bradshaw,2,190,ERP - Production Support,600,ERP - Production Support
59754,2013-02-27,110,65,150,Ruth Jacobs,1.5,190,ERP - Production Support,225,ERP - Production Support
59756,2013-02-27,110,45,450,Ingrid Jordan,1,215,CRM - Build Phase,450,CRM - Build Phase
59771,2013-02-27,110,44,300,Gavyn Welch,1,415,AppDef - Application Model,300,Created query to modify the changed functional class in budget and actuals loaded for 2014 and 2012. Change requested by PM.
59788,2013-02-27,110,14,150,Izabella Sellers,2.5,452,BI - Infrastructure,375,BI - Configure Database
59806,2013-02-27,110,28,750,Trent Yates,2,458,BI - Quality,1500,BI - Reporting Build Phase
59807,2013-02-27,110,28,750,Trent Yates,2.5,458,BI - Quality,1500,BI - Reporting Build Phase
59814,2013-02-27,110,9,150,Donavan Fritz,2.5,495,App Dev - Project Management,375,App Dev - Project Management
59815,2013-02-27,110,58,300,Lorelai Davies,3,495,App Dev - Project Management,900,App Dev - Project Management
59819,2013-02-27,110,15,450,Jack Zuniga,3.5,495,App Dev - Project Management,0,App Dev - Project Management
59820,2013-02-27,110,12,900,Finley Salazar,3.5,515,General Infrastructure,3150,AC2012
59851,2013-02-28,110,56,300,Leandro Bradshaw,0.5,190,ERP - Production Support,150,"CAS-24967-K1F6: Update database mail exchange server, add new email notification when Terminated is the selected option, test"
59853,2013-02-28,110,45,450,Ingrid Jordan,2.5,215,CRM - Build Phase,1125,CRM - Build Phase
59854,2013-02-28,110,45,450,Ingrid Jordan,1,215,CRM - Build Phase,450,CRM - Build Phase
59855,2013-02-28,110,67,300,Triston Hurley,4,215,CRM - Build Phase,960,CRM - Build Phase
59863,2013-02-28,110,36,150,Belen Griffin,1,215,CRM - Build Phase,150,CRM - Build Phase
59873,2013-02-28,110,12,900,Finley Salazar,1,415,AppDef - Application Model,900,AC2012
59876,2013-02-28,110,35,150,Azaria Andersen,2,425,AppDev - Testing,300,AppDev-Testing
59892,2013-02-28,110,16,450,Jair Donovan,1,456,BI - Testing,450,Project Server scheduling investigations
59913,2013-02-28,110,58,300,Lorelai Davies,3.5,495,App Dev - Project Management,840,App Dev - Project Management
59956,2013-03-01,110,67,300,Triston Hurley,1,215,CRM - Build Phase,300,Meeting with PMny Mabasa to discuss quantum view data and quantum view manage
59957,2013-03-01,110,67,300,Triston Hurley,3.5,215,CRM - Build Phase,840,CRM - Build Phase
59969,2013-03-01,110,44,300,Gavyn Welch,3,410,AppDev - Technical Spec,900,Develop Technical Specifications
59974,2013-03-01,110,9,150,Donavan Fritz,3.5,430,AppDev - Quality,0,AC2013
59975,2013-03-01,110,17,150,Jayvion Parrish,1,430,AppDev - Quality,150,Update search refiners by mapping crawl properties to managed properties
59980,2013-03-01,110,9,150,Donavan Fritz,0.5,435,AppDev - Documentation,75,"deploy, test packaGG Partners and jobs in Test enviroment"
59988,2013-03-01,110,14,150,Izabella Sellers,2.5,452,BI - Infrastructure,375,BI - Configure Database
59995,2013-03-01,110,8,300,Denzel Kaufman,3.5,456,BI - Testing,840,BI - Acceptance Testing
60011,2013-03-01,110,32,300,Amina Bonilla,1,458,BI - Quality,300,BI - Reporting Build Phase
60018,2013-03-01,110,58,300,Lorelai Davies,1,495,App Dev - Project Management,300,Investigate multiple project sites provisioning and follow up communications
60038,2013-03-02,110,3,150,Ahmad Haas,3,190,ERP - Production Support,450,ERP - Production Support
60051,2013-03-02,110,67,300,Triston Hurley,1,215,CRM - Build Phase,300,CRM - Build Phase
60058,2013-03-02,110,22,150,Makenna Novak,4,400,AppDev - Design,480,AppDev-Genl Reqmt & Architect
60063,2013-03-02,110,29,150,Zariah Francis,2.5,410,AppDev - Technical Spec,375,Develop Technical Specifications
60069,2013-03-02,110,35,150,Azaria Andersen,3.5,425,AppDev - Testing,420,AppDev-Testing
60070,2013-03-02,110,35,150,Azaria Andersen,1,425,AppDev - Testing,150,AppDev-Testing
60091,2013-03-02,110,47,300,Joseph Garrison,1,457,BI - Integration,300,BI - SSIS Package Design
60141,2013-03-03,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,ERP - Production Support
60142,2013-03-03,110,3,150,Ahmad Haas,0,190,ERP - Production Support,0,Review requested updates
60156,2013-03-03,110,45,450,Ingrid Jordan,2,215,CRM - Build Phase,900,CRM - Build Phase
60157,2013-03-03,110,45,450,Ingrid Jordan,1.5,215,CRM - Build Phase,675,CRM - Build Phase
60166,2013-03-03,110,22,150,Makenna Novak,4,400,AppDev - Design,480,AppDev-Genl Reqmt & Architect
60193,2013-03-03,110,58,300,Lorelai Davies,2,453,BI - Build,600,BI - Budgeting Build Phase
60202,2013-03-03,110,47,300,Joseph Garrison,2,457,BI - Integration,600,BI - SSIS Package Design
60213,2013-03-03,110,32,300,Amina Bonilla,1,458,BI - Quality,300,BI - Reporting Build Phase
60246,2013-03-04,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,Summarize meeting minutes
60266,2013-03-04,110,67,300,Triston Hurley,0.5,215,CRM - Build Phase,150,CRM - Build Phase
60274,2013-03-04,110,46,150,Jaeden Cowan,1.5,400,AppDev - Design,225,AppDev-Genl Reqmt & Architect
60287,2013-03-04,110,18,300,Jazmin Marks,0.5,435,AppDev - Documentation,150,AppDev-User Guide/Document
60288,2013-03-04,110,9,150,Donavan Fritz,1,435,AppDev - Documentation,150,AppDev-User Guide/Document
60300,2013-03-04,110,38,150,Brooke Holmes,0.5,453,BI - Build,75,BI - Budgeting Build Phase
60302,2013-03-04,110,8,300,Denzel Kaufman,3.5,456,BI - Testing,840,BI - Acceptance Testing
60307,2013-03-04,110,47,300,Joseph Garrison,1,457,BI - Integration,300,BI - SSIS Package Design
60348,2013-03-05,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,ERP - Production Support
60354,2013-03-05,110,65,150,Ruth Jacobs,0.5,190,ERP - Production Support,75,Performance Point
60355,2013-03-05,110,65,150,Ruth Jacobs,2,190,ERP - Production Support,300,ERP - Production Support
60364,2013-03-05,110,67,300,Triston Hurley,2,215,CRM - Build Phase,600,"Project follow ups for ARR Inc, TMM Partners, and GG Partners"
60379,2013-03-05,110,17,150,Jayvion Parrish,2,430,AppDev - Quality,300,Discuss revenue by equipment number update  and PM
60382,2013-03-05,110,50,450,Kallie Austin,3.5,435,AppDev - Documentation,1260,AppDev-User Guide/Document
60385,2013-03-05,110,9,150,Donavan Fritz,0.5,435,AppDev - Documentation,75,AppDev-User Guide/Document
60396,2013-03-05,110,14,150,Izabella Sellers,1,452,BI - Infrastructure,150,"Project follow ups for ARR Inc, TMM Partners, and GG Partners"
60415,2013-03-05,110,32,300,Amina Bonilla,0.5,458,BI - Quality,150,BI - Reporting Build Phase
60423,2013-03-05,110,37,150,Bianca Hardin,1.5,495,App Dev - Project Management,225,Internal meetings to discuss recommendations for KPI mobile strategy
60443,2013-03-06,110,3,150,Ahmad Haas,2.5,190,ERP - Production Support,375,ERP - Production Support
60455,2013-03-06,110,45,450,Ingrid Jordan,2,215,CRM - Build Phase,900,CRM - Build Phase
60456,2013-03-06,110,45,450,Ingrid Jordan,3.5,215,CRM - Build Phase,1260,Dimensions mapping and definition review; validating transactions and accounts from AX and Payroll data
60460,2013-03-06,110,46,150,Jaeden Cowan,0.5,400,AppDev - Design,75,"CAS-24331-G4S7: Update report, test"
60467,2013-03-06,110,12,900,Finley Salazar,2,415,AppDef - Application Model,1800,AC2012
